id_cliente,qtde_compras,valor_compras,periodo_consumo
100312.0,4,82.49,2024-03
101737.0,4,84.36,2024-03
100931.0,4,68.06,2024-03
100269.0,4,67.66,2024-03
102470.0,4,79.7,2024-03
102267.0,4,73.68,2024-03
102063.0,4,75.79,2024-03
101455.0,4,79.6,2024-03
101775.0,4,83.42,2024-03
101275.0,4,61.03,2024-03
102258.0,3,46.92,2024-03
101512.0,3,38.35,2024-03
101080.0,3,53.08,2024-03
102174.0,3,36.58,2024-03
100863.0,3,49.65,2024-03
101935.0,3,52.0,2024-03
100860.0,3,44.21,2024-03
102350.0,3,53.46,2024-03
100174.0,3,36.42,2024-03
100990.0,3,36.63,2024-03
102497.0,3,60.51,2024-03
101953.0,3,46.45,2024-03
101745.0,3,39.36,2024-03
101416.0,3,51.38,2024-03
102551.0,3,58.91,2024-03
100581.0,3,42.06,2024-03
100497.0,3,54.44,2024-03
100322.0,3,38.09,2024-03
102241.0,3,37.06,2024-03
102312.0,3,51.65,2024-03
101730.0,3,51.94,2024-03
102577.0,3,54.88,2024-03
100481.0,3,57.58,2024-03
102346.0,3,65.18,2024-03
101790.0,3,51.2,2024-03
100554.0,2,30.21,2024-03
101129.0,2,39.79,2024-03
100552.0,2,29.15,2024-03
101203.0,2,32.56,2024-03
100638.0,2,25.25,2024-03
100998.0,2,24.17,2024-03
102356.0,2,43.18,2024-03
100965.0,2,40.61,2024-03
102379.0,2,37.77,2024-03
102430.0,2,31.95,2024-03
101588.0,2,27.17,2024-03
101845.0,2,26.83,2024-03
102153.0,2,28.73,2024-03
101744.0,2,34.8,2024-03
101422.0,2,38.15,2024-03
100305.0,2,37.05,2024-03
101280.0,2,29.34,2024-03
100739.0,2,43.02,2024-03
102618.0,2,38.62,2024-03
102562.0,2,34.9,2024-03
101842.0,2,36.07,2024-03
100518.0,2,32.17,2024-03
102006.0,2,28.68,2024-03
100826.0,2,30.88,2024-03
102002.0,2,39.03,2024-03
100819.0,2,23.95,2024-03
102620.0,2,26.01,2024-03
101342.0,2,24.59,2024-03
100980.0,2,24.49,2024-03
100791.0,2,41.01,2024-03
101084.0,2,37.93,2024-03
100154.0,2,33.28,2024-03
100599.0,2,25.64,2024-03
102582.0,2,33.63,2024-03
101653.0,2,33.26,2024-03
100948.0,2,27.17,2024-03
100477.0,2,32.46,2024-03
101648.0,2,31.74,2024-03
101949.0,2,36.15,2024-03
102314.0,2,36.54,2024-03
100320.0,2,24.58,2024-03
100825.0,2,31.26,2024-03
102480.0,2,36.35,2024-03
100400.0,2,33.86,2024-03
102276.0,2,41.03,2024-03
100079.0,2,37.02,2024-03
100676.0,2,26.96,2024-03
102604.0,2,25.09,2024-03
100874.0,2,36.69,2024-03
101853.0,2,24.2,2024-03
100259.0,2,35.54,2024-03
100939.0,2,42.73,2024-03
102290.0,2,35.33,2024-03
101163.0,2,31.53,2024-03
102344.0,2,36.71,2024-03
100192.0,1,16.48,2024-03
101525.0,1,17.36,2024-03
100522.0,1,21.38,2024-03
100194.0,1,15.75,2024-03
101700.0,1,21.58,2024-03
102633.0,1,21.01,2024-03
101797.0,1,13.82,2024-03
102245.0,1,12.53,2024-03
101246.0,1,12.85,2024-03
100368.0,1,12.01,2024-03
100129.0,1,12.79,2024-03
100082.0,1,18.76,2024-03
102213.0,1,12.55,2024-03
101838.0,1,15.06,2024-03
102013.0,1,20.4,2024-03
100458.0,1,12.07,2024-03
102458.0,1,20.09,2024-03
101070.0,1,14.69,2024-03
101502.0,1,13.03,2024-03
100255.0,1,18.89,2024-03
102126.0,1,18.21,2024-03
100742.0,1,20.73,2024-03
101771.0,1,19.28,2024-03
101903.0,1,19.98,2024-03
100013.0,1,14.69,2024-03
101086.0,1,13.63,2024-03
101565.0,1,19.44,2024-03
101387.0,1,20.01,2024-03
102234.0,1,21.87,2024-03
102329.0,1,16.01,2024-03
102520.0,1,15.6,2024-03
102490.0,1,19.7,2024-03
102316.0,1,15.29,2024-03
101550.0,1,21.27,2024-03
101244.0,1,20.53,2024-03
100468.0,1,16.18,2024-03
102206.0,1,19.44,2024-03
102426.0,1,19.48,2024-03
101484.0,1,12.88,2024-03
102337.0,17,377.8,2024-05
102399.0,16,287.3,2024-05
101893.0,16,335.32,2024-05
102589.0,13,207.58,2024-05
102640.0,11,243.63,2024-05
100562.0,10,163.37,2024-05
100529.0,10,126.46,2024-05
101548.0,9,199.04,2024-05
100559.0,9,121.59,2024-05
101935.0,8,127.68,2024-05
101154.0,8,181.87,2024-05
102078.0,8,181.92,2024-05
101358.0,8,149.51,2024-05
102290.0,8,150.21,2024-05
100788.0,7,118.52,2024-05
100860.0,7,109.75,2024-05
100991.0,7,112.42,2024-05
102447.0,7,138.27,2024-05
100434.0,7,144.27,2024-05
100292.0,7,147.22,2024-05
101266.0,7,147.07,2024-05
102020.0,7,90.79,2024-05
101003.0,7,122.89,2024-05
101744.0,6,76.69,2024-05
100062.0,6,110.59,2024-05
100832.0,6,68.12,2024-05
100154.0,6,132.38,2024-05
101536.0,6,97.79,2024-05
102371.0,6,79.64,2024-05
101423.0,6,84.39,2024-05
100396.0,6,124.25,2024-05
100276.0,6,112.88,2024-05
100969.0,6,81.7,2024-05
102313.0,6,80.6,2024-05
101280.0,5,98.05,2024-05
101730.0,5,66.56,2024-05
102578.0,5,105.59,2024-05
100704.0,5,100.58,2024-05
101823.0,5,67.02,2024-05
102634.0,5,63.45,2024-05
100632.0,5,115.63,2024-05
102234.0,5,82.75,2024-05
101076.0,5,80.71,2024-05
100906.0,5,106.3,2024-05
101653.0,5,113.52,2024-05
101655.0,5,84.99,2024-05
100493.0,5,103.11,2024-05
101048.0,5,82.86,2024-05
101593.0,5,67.13,2024-05
101416.0,5,104.38,2024-05
102106.0,5,87.46,2024-05
100848.0,5,83.52,2024-05
101217.0,5,105.1,2024-05
100372.0,4,54.9,2024-05
100238.0,4,69.29,2024-05
101525.0,4,50.61,2024-05
102591.0,4,70.25,2024-05
101190.0,4,51.81,2024-05
101000.0,4,55.22,2024-05
101776.0,4,55.17,2024-05
100572.0,4,76.92,2024-05
102315.0,4,79.19,2024-05
100003.0,4,75.18,2024-05
100989.0,4,91.45,2024-05
100397.0,4,66.22,2024-05
100250.0,4,60.65,2024-05
100426.0,4,87.44,2024-05
100695.0,4,59.73,2024-05
101833.0,4,91.5,2024-05
101127.0,4,50.64,2024-05
100643.0,4,86.66,2024-05
100265.0,4,51.97,2024-05
102088.0,4,88.4,2024-05
102000.0,4,72.79,2024-05
102019.0,4,92.78,2024-05
100314.0,4,53.29,2024-05
102344.0,4,73.91,2024-05
101740.0,4,91.76,2024-05
102430.0,4,71.58,2024-05
100930.0,4,75.0,2024-05
100054.0,3,56.65,2024-05
102002.0,3,52.24,2024-05
100357.0,3,57.81,2024-05
102594.0,3,56.42,2024-05
100477.0,3,65.38,2024-05
101427.0,3,39.05,2024-05
100019.0,3,46.64,2024-05
102653.0,3,68.21,2024-05
101183.0,3,66.27,2024-05
100311.0,3,52.27,2024-05
101422.0,3,56.5,2024-05
102575.0,3,44.79,2024-05
102401.0,3,43.65,2024-05
101270.0,3,52.53,2024-05
102312.0,3,48.98,2024-05
100255.0,3,46.42,2024-05
102018.0,3,40.09,2024-05
102350.0,3,68.99,2024-05
100258.0,3,65.49,2024-05
101946.0,3,56.73,2024-05
102627.0,3,54.86,2024-05
102496.0,3,47.56,2024-05
102567.0,3,63.81,2024-05
102696.0,3,58.54,2024-05
101082.0,3,42.83,2024-05
102650.0,3,66.94,2024-05
101267.0,3,64.09,2024-05
102545.0,3,68.19,2024-05
101328.0,3,60.97,2024-05
100723.0,3,56.29,2024-05
101885.0,3,48.21,2024-05
101977.0,3,63.86,2024-05
101301.0,3,65.49,2024-05
100566.0,3,39.05,2024-05
100660.0,3,38.44,2024-05
100010.0,3,49.72,2024-05
100068.0,3,63.71,2024-05
101100.0,3,69.4,2024-05
100016.0,3,42.44,2024-05
100858.0,3,56.73,2024-05
100381.0,3,47.08,2024-05
102269.0,3,68.84,2024-05
100895.0,3,64.72,2024-05
102389.0,2,43.07,2024-05
100824.0,2,35.13,2024-05
100603.0,2,33.97,2024-05
101781.0,2,30.93,2024-05
100466.0,2,26.27,2024-05
100854.0,2,43.63,2024-05
101908.0,2,42.52,2024-05
102253.0,2,43.93,2024-05
101692.0,2,43.87,2024-05
102065.0,2,34.92,2024-05
100072.0,2,39.26,2024-05
101421.0,2,42.82,2024-05
101265.0,2,40.89,2024-05
101244.0,2,30.37,2024-05
101663.0,2,34.74,2024-05
100757.0,2,27.83,2024-05
100051.0,2,45.55,2024-05
101130.0,2,38.08,2024-05
101759.0,2,29.97,2024-05
101277.0,2,39.49,2024-05
102453.0,2,38.34,2024-05
102459.0,2,32.75,2024-05
101014.0,2,27.5,2024-05
101184.0,2,39.49,2024-05
100347.0,2,36.24,2024-05
101355.0,2,39.32,2024-05
100791.0,2,36.23,2024-05
100688.0,2,43.36,2024-05
101193.0,2,36.91,2024-05
100463.0,2,37.11,2024-05
101680.0,2,43.89,2024-05
100522.0,2,33.73,2024-05
101034.0,2,27.94,2024-05
102626.0,2,25.68,2024-05
101086.0,2,38.97,2024-05
101429.0,2,38.38,2024-05
101687.0,2,40.18,2024-05
100744.0,2,29.63,2024-05
101371.0,2,27.99,2024-05
101897.0,2,25.37,2024-05
101850.0,2,32.59,2024-05
100172.0,2,37.73,2024-05
102560.0,2,33.49,2024-05
100335.0,2,34.46,2024-05
101482.0,2,44.48,2024-05
100165.0,2,32.54,2024-05
101526.0,2,36.1,2024-05
102604.0,2,41.89,2024-05
101318.0,2,33.58,2024-05
101477.0,2,37.35,2024-05
100999.0,2,43.58,2024-05
102517.0,2,45.46,2024-05
100461.0,2,26.64,2024-05
100664.0,2,44.96,2024-05
101683.0,2,33.64,2024-05
102283.0,2,28.9,2024-05
101151.0,2,34.92,2024-05
102373.0,2,46.11,2024-05
102305.0,2,35.64,2024-05
102246.0,2,32.12,2024-05
100974.0,2,38.67,2024-05
100673.0,2,30.22,2024-05
100741.0,2,26.69,2024-05
100576.0,2,27.83,2024-05
102435.0,2,26.26,2024-05
101542.0,2,26.74,2024-05
100196.0,2,28.04,2024-05
101529.0,2,36.66,2024-05
102289.0,2,28.97,2024-05
101218.0,2,32.48,2024-05
100713.0,2,26.74,2024-05
101007.0,2,35.24,2024-05
100574.0,2,39.4,2024-05
101372.0,2,28.76,2024-05
101545.0,2,29.19,2024-05
102212.0,2,25.94,2024-05
100361.0,2,28.69,2024-05
101879.0,2,31.04,2024-05
100069.0,2,28.86,2024-05
102501.0,2,26.97,2024-05
101512.0,2,27.65,2024-05
101550.0,1,17.48,2024-05
101208.0,1,14.75,2024-05
101243.0,1,16.44,2024-05
100975.0,1,17.94,2024-05
101028.0,1,19.94,2024-05
100232.0,1,12.23,2024-05
100601.0,1,21.12,2024-05
101771.0,1,18.2,2024-05
101057.0,1,13.41,2024-05
100889.0,1,21.91,2024-05
102329.0,1,22.42,2024-05
101903.0,1,13.19,2024-05
101435.0,1,15.5,2024-05
100745.0,1,21.19,2024-05
101150.0,1,20.57,2024-05
101431.0,1,14.51,2024-05
101142.0,1,14.78,2024-05
101643.0,1,15.59,2024-05
100986.0,1,17.73,2024-05
101335.0,1,19.17,2024-05
101843.0,1,16.49,2024-05
102621.0,1,17.5,2024-05
100586.0,1,20.56,2024-05
100005.0,1,12.92,2024-05
100628.0,1,15.24,2024-05
101458.0,1,20.19,2024-05
100592.0,1,22.14,2024-05
100145.0,1,18.03,2024-05
102303.0,1,17.23,2024-05
101251.0,1,13.68,2024-05
102692.0,1,17.34,2024-05
100793.0,1,18.25,2024-05
101259.0,1,15.13,2024-05
101068.0,1,15.42,2024-05
100887.0,1,16.58,2024-05
100798.0,1,12.03,2024-05
101326.0,1,15.99,2024-05
101854.0,1,14.8,2024-05
100400.0,1,16.05,2024-05
100593.0,1,13.82,2024-05
100948.0,1,22.09,2024-05
100107.0,1,18.91,2024-05
102006.0,1,19.82,2024-05
101426.0,1,21.01,2024-05
100776.0,1,17.88,2024-05
100790.0,1,13.46,2024-05
100169.0,1,18.3,2024-05
101250.0,1,18.83,2024-05
100700.0,1,19.39,2024-05
100703.0,1,17.17,2024-05
102094.0,1,13.12,2024-05
102617.0,1,15.58,2024-05
101125.0,1,1.84,2024-05
102381.0,1,19.47,2024-05
101322.0,1,18.66,2024-05
101786.0,1,16.35,2024-05
100523.0,1,23.13,2024-05
100058.0,24,456.86,2024-06
102399.0,21,316.63,2024-06
102337.0,16,217.97,2024-06
102078.0,15,212.58,2024-06
101076.0,14,212.4,2024-06
101140.0,13,185.32,2024-06
101230.0,12,174.4,2024-06
101048.0,11,171.51,2024-06
100962.0,10,143.92,2024-06
100016.0,9,199.45,2024-06
102589.0,9,120.53,2024-06
102567.0,9,163.47,2024-06
100255.0,9,152.44,2024-06
100043.0,9,207.73,2024-06
100037.0,9,123.6,2024-06
100570.0,8,134.42,2024-06
101070.0,8,183.54,2024-06
100426.0,8,174.6,2024-06
100695.0,8,170.44,2024-06
100998.0,8,122.4,2024-06
101002.0,8,114.92,2024-06
101653.0,8,157.69,2024-06
100572.0,7,157.58,2024-06
102019.0,7,129.57,2024-06
100991.0,7,130.68,2024-06
101525.0,7,108.76,2024-06
102232.0,7,145.56,2024-06
101823.0,7,101.77,2024-06
100276.0,7,112.04,2024-06
100238.0,7,119.69,2024-06
102290.0,7,125.87,2024-06
101942.0,6,90.8,2024-06
100529.0,6,82.58,2024-06
102234.0,6,114.53,2024-06
100157.0,6,93.78,2024-06
100395.0,6,112.63,2024-06
102092.0,6,85.13,2024-06
101548.0,6,106.18,2024-06
101752.0,6,109.5,2024-06
100489.0,6,78.52,2024-06
102313.0,6,96.87,2024-06
101266.0,6,83.84,2024-06
102329.0,6,79.26,2024-06
101052.0,6,138.97,2024-06
100562.0,5,79.96,2024-06
102160.0,5,106.14,2024-06
100027.0,5,76.32,2024-06
100671.0,5,99.25,2024-06
101453.0,5,103.47,2024-06
100732.0,5,94.64,2024-06
101100.0,5,87.97,2024-06
102020.0,5,70.09,2024-06
101423.0,5,81.38,2024-06
100019.0,4,90.05,2024-06
102451.0,4,85.8,2024-06
102088.0,4,91.58,2024-06
100415.0,4,55.46,2024-06
102311.0,4,81.52,2024-06
100709.0,4,90.43,2024-06
100585.0,4,57.91,2024-06
100632.0,4,52.98,2024-06
102246.0,4,81.96,2024-06
102350.0,4,74.8,2024-06
100830.0,4,86.28,2024-06
101384.0,4,56.12,2024-06
100372.0,4,84.28,2024-06
100500.0,4,58.78,2024-06
100186.0,4,57.15,2024-06
100397.0,4,57.18,2024-06
102420.0,4,85.11,2024-06
101373.0,4,78.7,2024-06
100519.0,4,72.59,2024-06
101345.0,4,65.54,2024-06
101497.0,4,87.8,2024-06
100832.0,4,66.98,2024-06
100381.0,4,85.2,2024-06
102617.0,3,51.74,2024-06
101744.0,3,49.74,2024-06
101053.0,3,52.5,2024-06
102093.0,3,47.3,2024-06
102628.0,3,61.68,2024-06
101226.0,3,53.79,2024-06
101536.0,3,45.07,2024-06
102606.0,3,66.57,2024-06
102402.0,3,49.96,2024-06
101935.0,3,55.1,2024-06
100748.0,3,66.8,2024-06
100523.0,3,57.7,2024-06
101068.0,3,41.36,2024-06
100874.0,3,67.87,2024-06
100857.0,3,57.81,2024-06
100784.0,3,48.38,2024-06
100171.0,3,42.08,2024-06
100860.0,3,63.17,2024-06
102662.0,3,57.57,2024-06
100434.0,3,54.78,2024-06
102371.0,3,66.39,2024-06
102698.0,3,63.0,2024-06
100640.0,3,42.48,2024-06
102575.0,3,47.63,2024-06
102289.0,3,45.6,2024-06
102431.0,3,61.56,2024-06
101161.0,3,38.67,2024-06
100364.0,3,55.95,2024-06
100586.0,3,62.16,2024-06
101429.0,3,65.84,2024-06
101800.0,3,48.61,2024-06
101517.0,3,64.05,2024-06
100651.0,3,41.15,2024-06
100361.0,3,64.86,2024-06
101111.0,3,41.7,2024-06
101357.0,2,33.59,2024-06
100775.0,2,42.19,2024-06
102432.0,2,28.28,2024-06
102000.0,2,29.98,2024-06
100345.0,2,40.57,2024-06
101253.0,2,40.53,2024-06
102654.0,2,38.83,2024-06
101907.0,2,39.97,2024-06
100515.0,2,36.72,2024-06
101550.0,2,30.47,2024-06
100443.0,2,32.49,2024-06
102346.0,2,28.96,2024-06
100788.0,2,44.57,2024-06
102064.0,2,37.59,2024-06
102279.0,2,33.67,2024-06
101694.0,2,34.98,2024-06
100314.0,2,45.41,2024-06
100522.0,2,28.35,2024-06
102165.0,2,37.65,2024-06
101522.0,2,35.93,2024-06
100179.0,2,38.19,2024-06
100108.0,2,25.45,2024-06
101171.0,2,43.79,2024-06
101730.0,2,45.08,2024-06
100253.0,2,37.2,2024-06
101565.0,2,40.02,2024-06
102696.0,2,44.88,2024-06
101289.0,2,40.25,2024-06
102653.0,2,28.34,2024-06
101248.0,2,37.44,2024-06
100071.0,2,38.09,2024-06
100729.0,2,34.17,2024-06
100845.0,2,40.88,2024-06
101251.0,2,45.13,2024-06
102594.0,2,44.94,2024-06
101081.0,2,34.74,2024-06
102258.0,2,27.49,2024-06
101376.0,2,46.21,2024-06
101063.0,2,43.08,2024-06
102086.0,2,27.74,2024-06
101267.0,2,44.84,2024-06
100396.0,2,43.75,2024-06
100228.0,2,36.2,2024-06
101283.0,2,37.76,2024-06
102351.0,2,33.63,2024-06
102003.0,2,26.24,2024-06
101072.0,2,32.26,2024-06
102614.0,2,42.31,2024-06
100477.0,2,25.16,2024-06
100487.0,2,32.22,2024-06
100525.0,2,33.61,2024-06
101945.0,2,36.6,2024-06
100400.0,2,44.82,2024-06
101280.0,2,32.5,2024-06
100901.0,2,32.51,2024-06
100003.0,2,40.9,2024-06
100995.0,2,34.77,2024-06
102171.0,2,29.88,2024-06
101125.0,2,34.78,2024-06
100518.0,2,28.09,2024-06
101640.0,2,28.85,2024-06
100379.0,1,17.88,2024-06
100954.0,1,17.03,2024-06
100825.0,1,22.36,2024-06
100906.0,1,16.42,2024-06
101390.0,1,18.77,2024-06
101450.0,1,19.32,2024-06
100471.0,1,12.67,2024-06
101725.0,1,19.66,2024-06
100678.0,1,14.44,2024-06
101190.0,1,22.85,2024-06
101715.0,1,14.13,2024-06
100644.0,1,16.98,2024-06
101307.0,1,13.45,2024-06
101356.0,1,23.24,2024-06
101372.0,1,17.92,2024-06
100597.0,1,18.92,2024-06
101243.0,1,13.25,2024-06
101318.0,1,20.58,2024-06
100308.0,1,14.78,2024-06
102430.0,1,22.18,2024-06
102018.0,1,14.73,2024-06
102610.0,1,14.58,2024-06
101454.0,1,12.92,2024-06
101545.0,1,17.6,2024-06
101279.0,1,18.6,2024-06
100463.0,1,13.24,2024-06
101432.0,1,20.86,2024-06
100668.0,1,16.91,2024-06
101378.0,1,18.16,2024-06
100948.0,1,17.26,2024-06
102328.0,1,16.83,2024-06
101524.0,1,18.54,2024-06
102578.0,1,14.2,2024-06
101532.0,1,14.48,2024-06
100250.0,1,21.79,2024-06
101906.0,1,22.69,2024-06
100659.0,1,16.54,2024-06
101388.0,1,15.44,2024-06
102023.0,1,19.45,2024-06
101387.0,1,16.92,2024-06
100999.0,1,12.8,2024-06
100835.0,1,14.21,2024-06
100401.0,1,20.22,2024-06
101452.0,1,19.61,2024-06
101027.0,1,12.82,2024-06
100797.0,1,14.91,2024-06
101477.0,1,15.01,2024-06
100360.0,1,19.75,2024-06
101393.0,1,12.74,2024-06
100749.0,1,13.65,2024-06
100404.0,1,21.12,2024-06
102344.0,1,14.45,2024-06
101059.0,1,19.54,2024-06
102337.0,20,301.76,2024-08
100529.0,16,217.57,2024-08
100791.0,14,211.98,2024-08
102329.0,13,263.73,2024-08
102589.0,13,282.36,2024-08
101823.0,11,235.91,2024-08
100049.0,11,184.75,2024-08
101266.0,11,216.76,2024-08
101525.0,10,147.32,2024-08
100830.0,10,156.78,2024-08
101945.0,9,199.41,2024-08
101548.0,9,114.03,2024-08
100434.0,9,121.04,2024-08
101076.0,8,118.1,2024-08
100709.0,8,102.52,2024-08
102424.0,8,115.83,2024-08
100276.0,7,131.54,2024-08
102019.0,7,119.39,2024-08
101233.0,7,154.82,2024-08
100395.0,7,149.17,2024-08
102078.0,7,113.41,2024-08
102563.0,6,91.9,2024-08
101107.0,6,99.65,2024-08
100443.0,6,113.22,2024-08
101220.0,6,92.45,2024-08
100450.0,6,115.4,2024-08
101550.0,6,101.56,2024-08
101653.0,6,110.75,2024-08
102313.0,6,103.28,2024-08
101429.0,6,94.16,2024-08
100164.0,5,113.58,2024-08
102290.0,5,103.66,2024-08
100003.0,5,70.17,2024-08
102335.0,5,109.29,2024-08
100468.0,5,88.83,2024-08
100165.0,5,110.69,2024-08
102176.0,5,105.6,2024-08
100171.0,5,85.48,2024-08
100426.0,5,63.86,2024-08
102399.0,5,77.08,2024-08
102002.0,4,73.39,2024-08
100372.0,4,77.33,2024-08
100396.0,4,61.2,2024-08
101100.0,4,56.11,2024-08
101744.0,4,85.99,2024-08
102591.0,4,92.41,2024-08
102028.0,4,72.7,2024-08
101292.0,4,44.09,2024-08
101610.0,4,61.82,2024-08
101655.0,4,50.91,2024-08
101929.0,4,89.4,2024-08
100586.0,4,55.18,2024-08
102000.0,4,74.89,2024-08
100190.0,4,61.89,2024-08
101935.0,4,73.93,2024-08
102578.0,4,78.11,2024-08
102289.0,4,85.77,2024-08
100834.0,4,58.99,2024-08
101283.0,4,50.59,2024-08
100582.0,4,56.0,2024-08
100154.0,4,88.78,2024-08
102234.0,4,87.66,2024-08
100400.0,4,75.78,2024-08
101514.0,3,56.94,2024-08
100389.0,3,59.02,2024-08
102549.0,3,43.24,2024-08
100261.0,3,67.05,2024-08
100142.0,3,51.08,2024-08
100263.0,3,49.93,2024-08
101626.0,3,54.31,2024-08
101048.0,3,25.05,2024-08
100998.0,3,42.95,2024-08
100477.0,3,61.37,2024-08
101648.0,3,40.26,2024-08
100156.0,3,57.02,2024-08
101325.0,3,45.5,2024-08
100238.0,3,50.13,2024-08
100019.0,3,46.89,2024-08
101484.0,3,49.05,2024-08
100659.0,3,60.76,2024-08
100016.0,3,47.16,2024-08
100766.0,3,55.84,2024-08
100364.0,2,35.29,2024-08
101549.0,2,39.32,2024-08
101738.0,2,45.18,2024-08
100031.0,2,40.8,2024-08
100701.0,2,29.68,2024-08
101216.0,2,25.73,2024-08
101519.0,2,30.69,2024-08
101106.0,2,37.84,2024-08
100956.0,2,26.16,2024-08
101575.0,2,35.72,2024-08
100127.0,2,37.88,2024-08
102531.0,2,32.24,2024-08
100748.0,2,41.62,2024-08
100124.0,2,27.35,2024-08
100737.0,2,26.67,2024-08
102157.0,2,40.7,2024-08
102020.0,2,35.7,2024-08
100244.0,2,39.85,2024-08
101230.0,2,34.4,2024-08
100445.0,2,30.35,2024-08
102685.0,2,42.65,2024-08
101343.0,2,42.23,2024-08
100522.0,2,39.98,2024-08
100540.0,2,30.91,2024-08
100630.0,2,37.74,2024-08
101035.0,2,32.81,2024-08
100021.0,2,27.03,2024-08
101584.0,2,44.76,2024-08
101978.0,2,28.0,2024-08
102430.0,2,45.47,2024-08
102167.0,2,34.64,2024-08
100058.0,2,16.71,2024-08
101924.0,2,36.7,2024-08
100729.0,2,43.81,2024-08
100404.0,2,40.79,2024-08
101757.0,2,42.38,2024-08
100027.0,2,39.21,2024-08
102110.0,2,39.93,2024-08
101474.0,2,43.3,2024-08
100999.0,2,30.42,2024-08
101402.0,2,35.57,2024-08
102648.0,2,29.81,2024-08
101154.0,2,46.28,2024-08
101957.0,2,45.34,2024-08
101706.0,2,25.91,2024-08
101878.0,2,40.22,2024-08
100920.0,2,44.93,2024-08
100874.0,2,28.94,2024-08
100500.0,2,37.26,2024-08
100557.0,2,44.72,2024-08
102528.0,2,25.79,2024-08
100294.0,2,40.04,2024-08
102703.0,2,31.45,2024-08
100572.0,2,44.92,2024-08
101457.0,2,45.92,2024-08
100852.0,2,45.34,2024-08
100470.0,2,35.25,2024-08
101341.0,2,43.58,2024-08
100735.0,2,43.2,2024-08
102651.0,2,31.91,2024-08
101623.0,2,42.87,2024-08
101379.0,1,12.93,2024-08
101081.0,1,18.93,2024-08
100360.0,1,15.0,2024-08
100163.0,1,13.82,2024-08
100632.0,1,13.36,2024-08
100211.0,1,20.01,2024-08
101393.0,1,16.18,2024-08
102444.0,1,20.31,2024-08
102617.0,1,13.23,2024-08
102247.0,1,15.92,2024-08
100241.0,1,18.32,2024-08
102184.0,1,21.02,2024-08
102060.0,1,15.95,2024-08
102180.0,1,19.25,2024-08
100832.0,1,3.33,2024-08
101019.0,1,19.14,2024-08
102256.0,1,15.03,2024-08
100597.0,1,12.79,2024-08
102576.0,1,21.87,2024-08
101280.0,1,12.76,2024-08
101350.0,1,21.92,2024-08
101068.0,1,18.21,2024-08
101464.0,1,3.03,2024-08
101109.0,1,21.11,2024-08
101477.0,1,23.25,2024-08
101133.0,1,16.3,2024-08
101318.0,1,20.77,2024-08
100950.0,1,16.85,2024-08
100857.0,1,17.68,2024-08
100487.0,1,19.27,2024-08
100494.0,1,21.91,2024-08
100479.0,1,23.1,2024-08
101080.0,1,20.78,2024-08
100386.0,1,17.02,2024-08
101267.0,1,17.06,2024-08
100653.0,1,20.45,2024-08
100695.0,25,377.36,2024-07
102326.0,18,246.9,2024-07
102176.0,16,261.42,2024-07
101233.0,15,234.22,2024-07
102589.0,15,235.69,2024-07
102003.0,14,210.55,2024-07
100572.0,14,181.75,2024-07
102535.0,13,165.39,2024-07
101823.0,12,277.66,2024-07
101048.0,12,203.0,2024-07
101548.0,12,199.89,2024-07
102290.0,12,237.95,2024-07
100529.0,11,163.61,2024-07
102064.0,11,250.06,2024-07
102337.0,11,230.73,2024-07
100314.0,11,148.39,2024-07
101668.0,10,170.15,2024-07
102621.0,10,219.72,2024-07
100830.0,10,226.76,2024-07
100054.0,10,175.5,2024-07
102567.0,10,191.18,2024-07
101545.0,10,143.24,2024-07
101076.0,10,231.75,2024-07
102399.0,10,150.18,2024-07
102424.0,9,203.89,2024-07
100791.0,9,175.56,2024-07
101136.0,9,171.51,2024-07
102343.0,9,162.33,2024-07
101653.0,9,135.07,2024-07
102103.0,8,115.41,2024-07
100236.0,8,119.18,2024-07
100868.0,8,116.26,2024-07
100729.0,8,167.22,2024-07
101567.0,8,130.32,2024-07
100276.0,8,105.21,2024-07
102078.0,8,183.51,2024-07
100450.0,8,176.17,2024-07
101089.0,7,157.46,2024-07
101525.0,7,162.51,2024-07
102670.0,7,100.78,2024-07
101923.0,7,117.5,2024-07
101575.0,7,144.71,2024-07
100991.0,7,140.04,2024-07
102234.0,7,99.28,2024-07
100985.0,7,149.04,2024-07
100372.0,7,104.58,2024-07
102019.0,7,104.54,2024-07
102232.0,7,128.08,2024-07
101714.0,7,132.29,2024-07
100863.0,7,131.32,2024-07
100689.0,7,94.59,2024-07
101520.0,7,153.68,2024-07
102000.0,7,107.68,2024-07
102329.0,6,83.53,2024-07
102313.0,6,132.45,2024-07
100057.0,6,136.76,2024-07
100575.0,6,130.74,2024-07
100071.0,6,127.35,2024-07
101417.0,6,117.4,2024-07
100027.0,6,110.68,2024-07
100479.0,6,80.79,2024-07
102059.0,6,101.5,2024-07
100395.0,6,99.2,2024-07
101800.0,6,91.92,2024-07
101307.0,6,121.8,2024-07
100028.0,6,107.13,2024-07
100735.0,6,67.9,2024-07
100360.0,6,89.37,2024-07
100426.0,6,119.21,2024-07
101671.0,6,80.09,2024-07
102628.0,6,130.03,2024-07
101267.0,5,89.24,2024-07
101125.0,5,88.46,2024-07
101764.0,5,94.46,2024-07
101266.0,5,106.94,2024-07
101100.0,5,81.33,2024-07
101029.0,5,99.06,2024-07
101807.0,5,93.03,2024-07
101431.0,5,76.99,2024-07
